TIC ID,Imaging Observations,Spectroscopy Observations,Time Series Observations,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Predicted Radial Velocity Semi-amplitude (m/s),TESS Mag,TESS Mag err,Planet Num,TESS Disposition,TFOPWG Disposition,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Comments,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,score_m,score_obs,priority_score
307734818,5,0,3,6252.01,TIC 307734818.01,3,4,4,3,4,4,4,61.6,137.0,97.95,67.2,13.7607,0.009,1,PC,PC,qlp-s49-307734818,CTOI,171.596707,28.058028,31.358,0.089,-18.738,0.084,2459661.706445,0.0015578,2.1077445,0.0002807,1.779,0.188,36.576418,2.064274,33127.0,1899.46,12.0414,0.553647,95.8765,871.0,25.0,244.588,4.007,3954.0,157.0,4.61,0.01,0.65,0.02,,,0.624949,0.0210258,49,true source of TIC 307734817.01 (TOI-1808.01),2023-04-06,2023-04-06,2025-07-31,0.053047619047619,0.7578733333333334,0.4054604761904762
119081096,5,0,2,716.01,,5,5,5,5,5,5,5,17.7,93.2,8.74,9.4,12.4268,0.007,1,PC,FP,qlp,QLP,136.238912,-18.502674,94.649,0.045,-39.417,0.059,2458518.10991,0.00404,0.83707,0.00029,2.497,0.567,2.984988,0.01766,2745.5,16.2657,2.98849,0.323354,2645.93,1998.0,17.0,88.8248,0.3145,3776.0,152.8,4.72,0.33,0.52,0.04,,,0.501502,0.0203183,8,potentially planet on a neighboring star; centroid shift in y; long transit duration; depth increase with larger aperture,2019-05-24,2019-05-24,2025-07-31,0.21599999999999997,0.59445,0.405225
445522339,2,0,3,6493.01,,2,5,5,2,3,4,4,7.7,57.4,11.36,7.4,12.4802,0.008,1,PC,APC,qlp-s62-faintsearch,FAINT,112.981285,-49.134121,-18.86,0.038,147.717,0.033,2460007.949022,0.0015254,3.0667073,6.7e-06,1.486,0.287,3.803474,0.263524,3497.0,242.685,3.39378,0.171446,37.0044,687.0,21.0,104.516,0.213,3808.0,157.0,4.68,0.01,0.57,0.02,,,0.560346,0.0202209,"7,8,34,35,61,62",found in faint-star QLP search,2023-06-15,2024-08-22,2025-07-31,0.16895238095238096,0.6386000000000001,0.4037761904761905
322270620,0,0,8,1083.01,,1,4,1,1,1,4,4,1.1,35.3,6.47,2.8,12.0936,0.007,1,PC,PC,spoc-s01-s69-b0A-PC,SPOC,296.822194,-87.32281,-82.691,0.045,-290.716,0.055,2458627.915974,0.0022012133,12.980295277053,3.42577e-05,2.5034416943958,0.8578907,2.616801,0.216938,2407.2608671237,199.78712,2.42419118730664,1.6760336,4.734122898362,376.2093903986,12.420625,68.9109,0.125,3614.0,64.0,4.81257,0.359456,0.491322994232178,0.0146852,,,0.489415,0.0203502,"12,13,39,66,67",L1 candidate,2019-08-16,2024-12-05,2025-07-31,0.30454657527378604,0.49200574530750435,0.39827616029064516
186470968,0,0,3,4832.01,,3,4,4,3,1,4,4,26.0,77.6,57.77,35.0,13.7028,0.007,1,PC,PC,qlp-s35-faintsearch,FAINT,132.682582,-34.782931,-32.874,0.038,-21.244,0.039,2459990.290039,0.0013714909,2.7805098,0.0009159,1.547,0.244,17.291598,0.069835,15800.0,64.3181,8.80341,0.654227,48.6261,735.0,11.0,256.922,1.7015,3949.0,157.0,4.59,0.01,0.68,0.02,,,0.648265,0.0203657,"35,61,62",found in faint-star QLP search,2021-12-21,2024-08-22,2025-07-31,0.03519047619047613,0.7578600000000001,0.3965252380952381
32296259,1,3,3,6434.01,TIC 32296259.01,3,4,3,3,3,4,4,13.4,66.7,18.34,11.4,12.2757,0.007,1,PC,PC,qlp-s61-faintsearch,FAINT,117.328732,-11.242347,-0.099,0.038,-28.022,0.028,2459987.239352,0.0013784,2.7775786,4e-06,1.9,0.195,4.64602,0.233735,4270.0,215.255,4.50048,0.182481,79.8073,832.0,30.0,128.006,0.456,3982.0,157.0,4.6,0.01,0.66,0.02,,,0.631665,0.0202531,"7,34,61",found in faint-star QLP search,2023-05-03,2024-08-22,2025-07-31,0.03438095238095233,0.7415066666666666,0.38794380952380947
452867348,1,1,3,6408.01,,3,4,4,3,3,4,4,14.7,67.8,86.22,36.2,13.9983,0.009,1,PC,PC,qlp-s61-faintsearch,FAINT,120.576416,2.504711,15.829,0.071,-32.27,0.044,2459986.095759,0.0039964,8.0924283,0.0030755,2.047,0.353,23.820976,2.415854,21701.0,2222.61,11.0971,0.67287,8.0575,469.0,12.0,268.499,2.7785,3821.0,157.0,4.58,0.01,0.69,0.02,,,0.657426,0.0206919,61,found in faint-star QLP search,2023-05-03,2024-08-22,2025-07-31,0.08338095238095239,0.6863902421666668,0.38488559727380955
381591826,3,0,2,6337.01,,3,4,3,3,4,4,4,16.9,75.2,69.46,31.1,13.4209,0.01,1,PC,PC,qlp-s58-faintsearch,FAINT,30.509108,37.891483,16.503,0.059,-6.957,0.055,2459909.763948,0.0018752,6.8793455,2.1e-05,1.299,0.53,18.042011,5.200713,16480.0,4778.58,9.84834,1.41307,7.99212,468.0,13.0,228.091,1.5625,3993.0,157.0,4.58,0.01,0.69,0.02,,,0.653579,0.0203723,"18,58",found in faint-star QLP search,2023-05-03,2024-08-22,2025-07-31,0.009666666666666674,0.7589898175,0.3843282420833334
318022259,9,7,25,1730.03,,1,4,4,1,4,4,4,2.5,69.9,6.57,2.8,10.3595,0.007,3,PC,PC,qlp-s60-ffi,QLP,107.865826,48.327933,-93.076,0.091,-570.552,0.082,2459598.372283,0.0023637,12.5739572,0.0012622,2.722,0.298,2.358608,0.12887,2170.0,118.687,2.4359,0.11049,6.20302,439.0,12.0,35.6917,0.0833,3691.0,157.0,4.70931,0.00914374,0.53,0.02,,,0.529004,0.0202865,"20,47,60",close to 2:1 resonance with TOI 1730.01; potential L1 planet in a multi,2022-03-01,2023-02-27,2025-07-31,0.2457619047619047,0.48795730866666664,0.3668596067142857
124235800,1,1,4,4898.01,,2,4,2,2,3,4,4,10.1,65.5,11.97,7.5,11.9277,0.007,1,PC,PC,qlp-s37-faintsearch,FAINT,197.341671,-32.829454,-116.636,0.066,-48.539,0.061,2459330.01077,0.0020555,2.7652293,1.03e-05,1.262,0.219,2.598015,0.006595,2390.0,6.07417,3.48557,0.201627,33.0144,667.0,14.0,98.5958,0.3946,3830.0,157.0,4.62,0.01,0.64,0.02,,,0.619077,0.0202249,"10,37",found in faint-star QLP search,2021-12-21,2024-08-22,2025-07-31,0.11285714285714282,0.6066,0.3597285714285714
383313006,0,0,0,6758.01,,2,4,2,2,1,4,4,1.4,34.3,7.13,2.9,11.7958,0.007,1,PC,PC,qlp-s66-faintsearch,FAINT,186.289501,-86.887548,-12.628,0.039,-2.098,0.04,2460099.197812,0.0033355,12.6136992,6.61e-05,2.533,0.575,2.360784,0.195979,2172.0,180.487,2.58082,0.151734,6.2521,440.0,9.0,72.9383,0.1116,3719.0,157.0,4.69,0.01,0.56,0.02,,,0.551423,0.0202198,"13,38,65,66",found in faint-star QLP search,2023-11-02,2024-08-22,2025-07-31,0.21376190476190468,0.4906711786666667,0.3522165417142857
44647437,3,3,7,435.01,,1,4,4,1,3,4,4,12.0,57.0,24.4,14.2,12.9383,0.006,1,PC,PC,spoc,UNKNOWN,59.410574,-25.189938,15.304,0.027,9.061,0.031,2458411.844766,0.0017278813,3.3529069824106,1.420936e-05,2.3906730999636,0.15382452,4.575361,0.326239,4205.1961015696,300.4317,5.29331964085053,0.60129565,76.248726939924,753.66422186414,16.897882,165.285,0.549,3978.0,165.0,4.438,,0.672832012176514,0.0658292,,,0.632,0.0821204,"4,5,31",,2019-06-06,2021-02-01,2025-08-28,0.027540563310895397,0.6447978031261747,0.33616918321853506
348673213,9,3,3,1639.01,,5,5,5,5,5,5,5,14.1,62.9,11.7,10.9,12.974,0.007,1,PC,FP,spoc,SPOC,35.807322,56.570014,20.893,0.046,-34.883,0.056,2458791.468047,0.0027830303,0.90146504329343,0.00019155408,2.5562154628524,0.38258508,3.432618,0.262084,3156.5658264484,241.35936,3.43481272590363,0.9978432,325.54702406837,1083.3609617202,8.927408,153.986,0.6375,3896.0,157.0,4.64192,0.0112232,0.611023,0.0183221,,,0.59699,0.0203778,18,Level one candidate; check neighbors; crowded field,2020-01-14,2020-01-14,2025-07-31,0.10388942857142855,0.5533883417349986,0.3286388851532136
104208182,7,4,5,1738.01,,2,4,4,2,4,4,4,9.3,52.1,17.7,9.9,12.4851,0.007,1,PC,PC,spoc-s14-s60-b0A-PC,SPOC,54.502163,50.955115,26.655,0.048,-86.188,0.037,2458792.656633,0.001633744,3.6985816505261,1.3993961e-05,1.5474205072821,0.18553336,3.329433,0.345949,3061.8238444982,318.57974,4.3816478104217,0.4041094,59.765484919555,709.14061792517,9.83872,142.042,0.498,3948.0,157.0,4.59404,0.011821,0.669200003147125,0.0196139,,,0.641329,0.020142,"18,19,59",,2020-02-27,2023-05-19,2025-07-31,0.042819045520964244,0.6051799244692594,0.32399948499511183
